Simulation number,run_time,ALGORITHM,EARLY_STOP,EXPLORATION_CONSTANT,MAX_ITERATION,EXP_CONST_DECAY,DPW_ALPHA,DPW_PROBABILISTIC,Average_Cost,Total_Time_Penalty_Cost,Total_Fuel_Cost
4956415,39,ProgressiveWideningSolver,False,500000,500,0.9998,0.4,False,1141192,0,1141192
4956416,27,DPWSolver,False,500000,500,0.999,0.2,True,1092537,0,1092537
4956417,27,DPWSolver,False,500000,500,0.999,0.2,False,1109345,0,1109345
4956418,39,DPWSolver,False,500000,500,0.999,0.4,True,1123170,0,1123170
4956419,38,DPWSolver,False,500000,500,0.999,0.4,False,1113106,0,1113106
4956420,94,NAIVE,False,500000,500,0.999,0.4,False,1144877,0,1144877
4956421,18,ProgressiveWideningSolver,False,500000,500,0.999,0.2,False,1144122,0,1144122
4956422,37,ProgressiveWideningSolver,False,500000,500,0.999,0.4,False,1120760,0,1120760
4956423,54,DPWSolver,False,500000,1000,0.9998,0.2,True,1110592,0,1110592
4956424,59,DPWSolver,False,500000,1000,0.9998,0.2,False,1115735,0,1115735
4956425,84,DPWSolver,False,500000,1000,0.9998,0.4,True,1132164,0,1132164
4956426,82,DPWSolver,False,500000,1000,0.9998,0.4,False,1126148,0,1126148
4956427,183,NAIVE,False,500000,1000,0.9998,0.4,False,1142239,0,1142239
4956428,42,ProgressiveWideningSolver,False,500000,1000,0.9998,0.2,False,1131017,0,1131017
4956429,79,ProgressiveWideningSolver,False,500000,1000,0.9998,0.4,False,1127126,0,1127126
4956430,57,DPWSolver,False,500000,1000,0.999,0.2,True,1089613,0,1089613
4956431,58,DPWSolver,False,500000,1000,0.999,0.2,False,1109047,0,1109047
4956432,84,DPWSolver,False,500000,1000,0.999,0.4,True,1119663,0,1119663
4956433,78,DPWSolver,False,500000,1000,0.999,0.4,False,1134474,0,1134474
4956434,175,NAIVE,False,500000,1000,0.999,0.4,False,1121810,0,1121810
4956435,30,ProgressiveWideningSolver,False,500000,1000,0.999,0.2,False,1114348,0,1114348
4956436,78,ProgressiveWideningSolver,False,500000,1000,0.999,0.4,False,1161561,0,1161561
4956437,2,DPWSolver,False,750000,20,0.9998,0.2,True,1176774,0,1176774
4956438,2,DPWSolver,False,750000,20,0.9998,0.2,False,1173812,0,1173812
4956439,2,DPWSolver,False,750000,20,0.9998,0.4,True,1154796,0,1154796
4956440,2,DPWSolver,False,750000,20,0.9998,0.4,False,1176150,0,1176150
4956441,6,NAIVE,False,750000,20,0.9998,0.4,False,1194717,0,1194717
4956442,2,ProgressiveWideningSolver,False,750000,20,0.9998,0.2,False,1194358,0,1194358
4956443,2,ProgressiveWideningSolver,False,750000,20,0.9998,0.4,False,1196856,0,1196856
4956444,2,DPWSolver,False,750000,20,0.999,0.2,True,1174054,0,1174054
4956445,2,DPWSolver,False,750000,20,0.999,0.2,False,1174756,0,1174756
4956446,3,DPWSolver,False,750000,20,0.999,0.4,True,1178306,0,1178306
4956447,3,DPWSolver,False,750000,20,0.999,0.4,False,1172612,0,1172612
4956448,6,NAIVE,False,750000,20,0.999,0.4,False,1193258,0,1193258
4956449,2,ProgressiveWideningSolver,False,750000,20,0.999,0.2,False,1197065,0,1197065
4956450,1,ProgressiveWideningSolver,False,750000,20,0.999,0.4,False,1195558,0,1195558
4956451,3,DPWSolver,False,750000,50,0.9998,0.2,True,1159488,0,1159488
4956452,4,DPWSolver,False,750000,50,0.9998,0.2,False,1131103,0,1131103
4956453,4,DPWSolver,False,750000,50,0.9998,0.4,True,1139722,0,1139722
4956454,4,DPWSolver,False,750000,50,0.9998,0.4,False,1187522,0,1187522
4956455,13,NAIVE,False,750000,50,0.9998,0.4,False,1207269,0,1207269
4956456,3,ProgressiveWideningSolver,False,750000,50,0.9998,0.2,False,1169489,0,1169489
4956457,3,ProgressiveWideningSolver,False,750000,50,0.9998,0.4,False,1139730,0,1139730
4956458,3,DPWSolver,False,750000,50,0.999,0.2,True,1200201,0,1200201
4956459,3,DPWSolver,False,750000,50,0.999,0.2,False,1169882,0,1169882
4956460,3,DPWSolver,False,750000,50,0.999,0.4,True,1132698,0,1132698
4956461,3,DPWSolver,False,750000,50,0.999,0.4,False,1196879,0,1196879
4956462,12,NAIVE,False,750000,50,0.999,0.4,False,1169575,0,1169575
4956463,3,ProgressiveWideningSolver,False,750000,50,0.999,0.2,False,1166924,0,1166924
4956464,3,ProgressiveWideningSolver,False,750000,50,0.999,0.4,False,1160725,0,1160725
4956465,6,DPWSolver,False,750000,100,0.9998,0.2,True,1126933,0,1126933
4956466,6,DPWSolver,False,750000,100,0.9998,0.2,False,1134098,0,1134098
4956467,6,DPWSolver,False,750000,100,0.9998,0.4,True,1134830,0,1134830
4956468,6,DPWSolver,False,750000,100,0.9998,0.4,False,1141865,0,1141865
4956469,25,NAIVE,False,750000,100,0.9998,0.4,False,1195031,0,1195031
4956470,5,ProgressiveWideningSolver,False,750000,100,0.9998,0.2,False,1141748,0,1141748
4956471,6,ProgressiveWideningSolver,False,750000,100,0.9998,0.4,False,1194844,0,1194844
4956472,6,DPWSolver,False,750000,100,0.999,0.2,True,1138100,0,1138100
4956473,6,DPWSolver,False,750000,100,0.999,0.2,False,1127035,0,1127035
4956474,6,DPWSolver,False,750000,100,0.999,0.4,True,1141428,0,1141428
4956475,6,DPWSolver,False,750000,100,0.999,0.4,False,1141090,0,1141090
4956476,25,NAIVE,False,750000,100,0.999,0.4,False,1209759,0,1209759
4956477,6,ProgressiveWideningSolver,False,750000,100,0.999,0.2,False,1164184,0,1164184
4956478,6,ProgressiveWideningSolver,False,750000,100,0.999,0.4,False,1186535,0,1186535
4956479,11,DPWSolver,False,750000,200,0.9998,0.2,True,1135095,0,1135095
4956480,11,DPWSolver,False,750000,200,0.9998,0.2,False,1120753,0,1120753
4956481,13,DPWSolver,False,750000,200,0.9998,0.4,True,1146078,0,1146078
4956482,13,DPWSolver,False,750000,200,0.9998,0.4,False,1126220,0,1126220
4956483,42,NAIVE,False,750000,200,0.9998,0.4,False,1146829,0,1146829
4956484,9,ProgressiveWideningSolver,False,750000,200,0.9998,0.2,False,1151984,0,1151984
4956485,12,ProgressiveWideningSolver,False,750000,200,0.9998,0.4,False,1141485,0,1141485
4956486,11,DPWSolver,False,750000,200,0.999,0.2,True,1131390,0,1131390
4956487,11,DPWSolver,False,750000,200,0.999,0.2,False,1140112,0,1140112
4956488,13,DPWSolver,False,750000,200,0.999,0.4,True,1134140,0,1134140
4956489,13,DPWSolver,False,750000,200,0.999,0.4,False,1160124,0,1160124
4956490,41,NAIVE,False,750000,200,0.999,0.4,False,1161142,0,1161142
4956491,9,ProgressiveWideningSolver,False,750000,200,0.999,0.2,False,1157972,0,1157972
4956492,13,ProgressiveWideningSolver,False,750000,200,0.999,0.4,False,1160303,0,1160303
4956493,27,DPWSolver,False,750000,500,0.9998,0.2,True,1093004,0,1093004
4956494,25,DPWSolver,False,750000,500,0.9998,0.2,False,1115850,0,1115850
4956495,37,DPWSolver,False,750000,500,0.9998,0.4,True,1117709,0,1117709
4956496,40,DPWSolver,False,750000,500,0.9998,0.4,False,1126490,0,1126490
4956497,97,NAIVE,False,750000,500,0.9998,0.4,False,1147623,0,1147623
4956498,20,ProgressiveWideningSolver,False,750000,500,0.9998,0.2,False,1118488,0,1118488
4956499,39,ProgressiveWideningSolver,False,750000,500,0.9998,0.4,False,1134621,0,1134621
4956500,26,DPWSolver,False,750000,500,0.999,0.2,True,1109892,0,1109892
4956501,27,DPWSolver,False,750000,500,0.999,0.2,False,1107653,0,1107653
4956502,38,DPWSolver,False,750000,500,0.999,0.4,True,1118338,0,1118338
4956503,36,DPWSolver,False,750000,500,0.999,0.4,False,1119122,0,1119122
4956504,95,NAIVE,False,750000,500,0.999,0.4,False,1133907,0,1133907
4956505,18,ProgressiveWideningSolver,False,750000,500,0.999,0.2,False,1129198,0,1129198
4956506,38,ProgressiveWideningSolver,False,750000,500,0.999,0.4,False,1144475,0,1144475
4956507,59,DPWSolver,False,750000,1000,0.9998,0.2,True,1114140,0,1114140
4956508,56,DPWSolver,False,750000,1000,0.9998,0.2,False,1114228,0,1114228
4956509,83,DPWSolver,False,750000,1000,0.9998,0.4,True,1116604,0,1116604
4956510,83,DPWSolver,False,750000,1000,0.9998,0.4,False,1134997,0,1134997
4956511,189,NAIVE,False,750000,1000,0.9998,0.4,False,1138327,0,1138327
4956512,41,ProgressiveWideningSolver,False,750000,1000,0.9998,0.2,False,1143988,0,1143988
4956513,84,ProgressiveWideningSolver,False,750000,1000,0.9998,0.4,False,1126318,0,1126318
4956514,56,DPWSolver,False,750000,1000,0.999,0.2,True,1104810,0,1104810
4956515,59,DPWSolver,False,750000,1000,0.999,0.2,False,1098537,0,1098537
4956516,85,DPWSolver,False,750000,1000,0.999,0.4,True,1149340,0,1149340
4956517,83,DPWSolver,False,750000,1000,0.999,0.4,False,1134422,0,1134422
4956518,177,NAIVE,False,750000,1000,0.999,0.4,False,1128430,0,1128430
4956519,35,ProgressiveWideningSolver,False,750000,1000,0.999,0.2,False,1124586,0,1124586
4956520,79,ProgressiveWideningSolver,False,750000,1000,0.999,0.4,False,1113641,0,1113641
4956521,2,DPWSolver,False,1000000,20,0.9998,0.2,True,1185754,0,1185754
4956522,2,DPWSolver,False,1000000,20,0.9998,0.2,False,1166140,0,1166140
4956523,2,DPWSolver,False,1000000,20,0.9998,0.4,True,1156878,0,1156878
4956524,2,DPWSolver,False,1000000,20,0.9998,0.4,False,1171870,0,1171870
4956525,6,NAIVE,False,1000000,20,0.9998,0.4,False,1167733,0,1167733
4956526,2,ProgressiveWideningSolver,False,1000000,20,0.9998,0.2,False,1201082,0,1201082
4956527,2,ProgressiveWideningSolver,False,1000000,20,0.9998,0.4,False,1177766,0,1177766
4956528,2,DPWSolver,False,1000000,20,0.999,0.2,True,1180774,0,1180774
4956529,2,DPWSolver,False,1000000,20,0.999,0.2,False,1163362,0,1163362
4956530,2,DPWSolver,False,1000000,20,0.999,0.4,True,1161678,0,1161678
4956531,2,DPWSolver,False,1000000,20,0.999,0.4,False,1207881,0,1207881
4956532,5,NAIVE,False,1000000,20,0.999,0.4,False,1198493,0,1198493
4956533,2,ProgressiveWideningSolver,False,1000000,20,0.999,0.2,False,1205836,0,1205836
4956534,2,ProgressiveWideningSolver,False,1000000,20,0.999,0.4,False,1206389,0,1206389
4956535,3,DPWSolver,False,1000000,50,0.9998,0.2,True,1164044,0,1164044
4956536,3,DPWSolver,False,1000000,50,0.9998,0.2,False,1164632,0,1164632
4956537,3,DPWSolver,False,1000000,50,0.9998,0.4,True,1118898,0,1118898
4956538,3,DPWSolver,False,1000000,50,0.9998,0.4,False,1157819,0,1157819
4956539,12,NAIVE,False,1000000,50,0.9998,0.4,False,1177593,0,1177593
4956540,3,ProgressiveWideningSolver,False,1000000,50,0.9998,0.2,False,1181643,0,1181643
4956541,3,ProgressiveWideningSolver,False,1000000,50,0.9998,0.4,False,1152141,0,1152141
4956542,3,DPWSolver,False,1000000,50,0.999,0.2,True,1153999,0,1153999
4956543,3,DPWSolver,False,1000000,50,0.999,0.2,False,1175176,0,1175176
4956544,3,DPWSolver,False,1000000,50,0.999,0.4,True,1183007,0,1183007
4956545,3,DPWSolver,False,1000000,50,0.999,0.4,False,1168039,0,1168039
4956546,13,NAIVE,False,1000000,50,0.999,0.4,False,1187461,0,1187461
4956547,3,ProgressiveWideningSolver,False,1000000,50,0.999,0.2,False,1194490,0,1194490
4956548,3,ProgressiveWideningSolver,False,1000000,50,0.999,0.4,False,1191704,0,1191704
4956549,6,DPWSolver,False,1000000,100,0.9998,0.2,True,1185390,0,1185390
4956550,6,DPWSolver,False,1000000,100,0.9998,0.2,False,1131222,0,1131222
4956551,6,DPWSolver,False,1000000,100,0.9998,0.4,True,1158043,0,1158043
4956552,6,DPWSolver,False,1000000,100,0.9998,0.4,False,1148620,0,1148620
4956553,25,NAIVE,False,1000000,100,0.9998,0.4,False,1190472,0,1190472
4956554,6,ProgressiveWideningSolver,False,1000000,100,0.9998,0.2,False,1176223,0,1176223
4956555,6,ProgressiveWideningSolver,False,1000000,100,0.9998,0.4,False,1158294,0,1158294
4956556,6,DPWSolver,False,1000000,100,0.999,0.2,True,1141010,0,1141010
4956557,6,DPWSolver,False,1000000,100,0.999,0.2,False,1140352,0,1140352
4956558,6,DPWSolver,False,1000000,100,0.999,0.4,True,1167985,0,1167985
4956559,6,DPWSolver,False,1000000,100,0.999,0.4,False,1165689,0,1165689
4956560,25,NAIVE,False,1000000,100,0.999,0.4,False,1145356,0,1145356
4956561,5,ProgressiveWideningSolver,False,1000000,100,0.999,0.2,False,1152856,0,1152856
4956562,6,ProgressiveWideningSolver,False,1000000,100,0.999,0.4,False,1149497,0,1149497
4956563,11,DPWSolver,False,1000000,200,0.9998,0.2,True,1128152,0,1128152
4956564,11,DPWSolver,False,1000000,200,0.9998,0.2,False,1132084,0,1132084
4956565,14,DPWSolver,False,1000000,200,0.9998,0.4,True,1147158,0,1147158
4956566,13,DPWSolver,False,1000000,200,0.9998,0.4,False,1155316,0,1155316
4956567,42,NAIVE,False,1000000,200,0.9998,0.4,False,1149030,0,1149030
4956568,8,ProgressiveWideningSolver,False,1000000,200,0.9998,0.2,False,1138881,0,1138881
4956569,12,ProgressiveWideningSolver,False,1000000,200,0.9998,0.4,False,1140543,0,1140543
4956570,11,DPWSolver,False,1000000,200,0.999,0.2,True,1131685,0,1131685
4956571,11,DPWSolver,False,1000000,200,0.999,0.2,False,1117988,0,1117988
4956572,13,DPWSolver,False,1000000,200,0.999,0.4,True,1136943,0,1136943
4956573,13,DPWSolver,False,1000000,200,0.999,0.4,False,1162351,0,1162351
4956574,43,NAIVE,False,1000000,200,0.999,0.4,False,1166133,0,1166133
4956575,9,ProgressiveWideningSolver,False,1000000,200,0.999,0.2,False,1125091,0,1125091
4956576,14,ProgressiveWideningSolver,False,1000000,200,0.999,0.4,False,1157985,0,1157985
4956577,30,DPWSolver,False,1000000,500,0.9998,0.2,True,1114267,0,1114267
4956578,30,DPWSolver,False,1000000,500,0.9998,0.2,False,1114723,0,1114723
4956579,39,DPWSolver,False,1000000,500,0.9998,0.4,True,1118576,0,1118576
4956580,40,DPWSolver,False,1000000,500,0.9998,0.4,False,1130410,0,1130410
4956581,95,NAIVE,False,1000000,500,0.9998,0.4,False,1172226,0,1172226
4956582,19,ProgressiveWideningSolver,False,1000000,500,0.9998,0.2,False,1122656,0,1122656
4956583,40,ProgressiveWideningSolver,False,1000000,500,0.9998,0.4,False,1142586,0,1142586
4956584,28,DPWSolver,False,1000000,500,0.999,0.2,True,1106081,0,1106081
4956585,28,DPWSolver,False,1000000,500,0.999,0.2,False,1101429,0,1101429
4956586,35,DPWSolver,False,1000000,500,0.999,0.4,True,1127063,0,1127063
4956587,37,DPWSolver,False,1000000,500,0.999,0.4,False,1121931,0,1121931
4956588,96,NAIVE,False,1000000,500,0.999,0.4,False,1119414,0,1119414
4956589,20,ProgressiveWideningSolver,False,1000000,500,0.999,0.2,False,1136323,0,1136323
4956590,40,ProgressiveWideningSolver,False,1000000,500,0.999,0.4,False,1130159,0,1130159
4956591,59,DPWSolver,False,1000000,1000,0.9998,0.2,True,1111850,0,1111850
4956592,58,DPWSolver,False,1000000,1000,0.9998,0.2,False,1113003,0,1113003
4956593,87,DPWSolver,False,1000000,1000,0.9998,0.4,True,1142403,0,1142403
4956594,81,DPWSolver,False,1000000,1000,0.9998,0.4,False,1132541,0,1132541
4956595,180,NAIVE,False,1000000,1000,0.9998,0.4,False,1119471,0,1119471
4956596,40,ProgressiveWideningSolver,False,1000000,1000,0.9998,0.2,False,1153670,0,1153670
4956597,84,ProgressiveWideningSolver,False,1000000,1000,0.9998,0.4,False,1150746,0,1150746
4956598,58,DPWSolver,False,1000000,1000,0.999,0.2,True,1107168,0,1107168
4956599,53,DPWSolver,False,1000000,1000,0.999,0.2,False,1112322,0,1112322
4956600,88,DPWSolver,False,1000000,1000,0.999,0.4,True,1142496,0,1142496
4956601,84,DPWSolver,False,1000000,1000,0.999,0.4,False,1117766,0,1117766
4956602,175,NAIVE,False,1000000,1000,0.999,0.4,False,1118045,0,1118045
4956603,40,ProgressiveWideningSolver,False,1000000,1000,0.999,0.2,False,1133919,0,1133919
4956604,80,ProgressiveWideningSolver,False,1000000,1000,0.999,0.4,False,1134953,0,1134953
4956605,2,DPWSolver,False,25000000,20,0.9998,0.2,True,1194279,0,1194279
4956606,2,DPWSolver,False,25000000,20,0.9998,0.2,False,1176776,0,1176776
4956607,2,DPWSolver,False,25000000,20,0.9998,0.4,True,1195770,0,1195770
4956608,2,DPWSolver,False,25000000,20,0.9998,0.4,False,1198850,0,1198850
4956609,5,NAIVE,False,25000000,20,0.9998,0.4,False,1186409,0,1186409
4956610,1,ProgressiveWideningSolver,False,25000000,20,0.9998,0.2,False,1189536,0,1189536
4956611,1,ProgressiveWideningSolver,False,25000000,20,0.9998,0.4,False,1193020,0,1193020
4956612,2,DPWSolver,False,25000000,20,0.999,0.2,True,1163283,0,1163283
4956613,2,DPWSolver,False,25000000,20,0.999,0.2,False,1164630,0,1164630
4956614,3,DPWSolver,False,25000000,20,0.999,0.4,True,1181655,0,1181655
4956615,2,DPWSolver,False,25000000,20,0.999,0.4,False,1184350,0,1184350
4956616,6,NAIVE,False,25000000,20,0.999,0.4,False,1210012,0,1210012
4956617,2,ProgressiveWideningSolver,False,25000000,20,0.999,0.2,False,1209892,0,1209892
4956618,2,ProgressiveWideningSolver,False,25000000,20,0.999,0.4,False,1182153,0,1182153
4956619,3,DPWSolver,False,25000000,50,0.9998,0.2,True,1193905,0,1193905
4956620,3,DPWSolver,False,25000000,50,0.9998,0.2,False,1170150,0,1170150
4956621,3,DPWSolver,False,25000000,50,0.9998,0.4,True,1150872,0,1150872
4956622,3,DPWSolver,False,25000000,50,0.9998,0.4,False,1152283,0,1152283
4956623,13,NAIVE,False,25000000,50,0.9998,0.4,False,1155487,0,1155487
4956624,3,ProgressiveWideningSolver,False,25000000,50,0.9998,0.2,False,1164195,0,1164195
4956625,3,ProgressiveWideningSolver,False,25000000,50,0.9998,0.4,False,1183010,0,1183010
4956626,3,DPWSolver,False,25000000,50,0.999,0.2,True,1149503,0,1149503
4956627,3,DPWSolver,False,25000000,50,0.999,0.2,False,1170115,0,1170115
4956628,3,DPWSolver,False,25000000,50,0.999,0.4,True,1167991,0,1167991
4956629,3,DPWSolver,False,25000000,50,0.999,0.4,False,1171666,0,1171666
4956630,12,NAIVE,False,25000000,50,0.999,0.4,False,1188372,0,1188372
4956631,3,ProgressiveWideningSolver,False,25000000,50,0.999,0.2,False,1171500,0,1171500
4956632,3,ProgressiveWideningSolver,False,25000000,50,0.999,0.4,False,1162947,0,1162947
4956633,6,DPWSolver,False,25000000,100,0.9998,0.2,True,1137607,0,1137607
4956634,6,DPWSolver,False,25000000,100,0.9998,0.2,False,1169412,0,1169412
4956635,6,DPWSolver,False,25000000,100,0.9998,0.4,True,1152786,0,1152786
4956636,6,DPWSolver,False,25000000,100,0.9998,0.4,False,1173789,0,1173789
4956637,26,NAIVE,False,25000000,100,0.9998,0.4,False,1196351,0,1196351
4956638,6,ProgressiveWideningSolver,False,25000000,100,0.9998,0.2,False,1173175,0,1173175
4956639,6,ProgressiveWideningSolver,False,25000000,100,0.9998,0.4,False,1216674,0,1216674
4956640,6,DPWSolver,False,25000000,100,0.999,0.2,True,1147897,0,1147897
4956641,6,DPWSolver,False,25000000,100,0.999,0.2,False,1130037,0,1130037
4956642,6,DPWSolver,False,25000000,100,0.999,0.4,True,1164108,0,1164108
4956643,6,DPWSolver,False,25000000,100,0.999,0.4,False,1139330,0,1139330
4956644,24,NAIVE,False,25000000,100,0.999,0.4,False,1174110,0,1174110
4956645,6,ProgressiveWideningSolver,False,25000000,100,0.999,0.2,False,1173531,0,1173531
4956646,6,ProgressiveWideningSolver,False,25000000,100,0.999,0.4,False,1217095,0,1217095
4956647,12,DPWSolver,False,25000000,200,0.9998,0.2,True,1129404,0,1129404
4956648,11,DPWSolver,False,25000000,200,0.9998,0.2,False,1112706,0,1112706
4956649,15,DPWSolver,False,25000000,200,0.9998,0.4,True,1150628,0,1150628
4956650,14,DPWSolver,False,25000000,200,0.9998,0.4,False,1160840,0,1160840
4956651,42,NAIVE,False,25000000,200,0.9998,0.4,False,1172221,0,1172221
4956652,9,ProgressiveWideningSolver,False,25000000,200,0.9998,0.2,False,1186512,0,1186512
4956653,12,ProgressiveWideningSolver,False,25000000,200,0.9998,0.4,False,1168030,0,1168030
4956654,11,DPWSolver,False,25000000,200,0.999,0.2,True,1124044,0,1124044
4956655,10,DPWSolver,False,25000000,200,0.999,0.2,False,1145661,0,1145661
4956656,13,DPWSolver,False,25000000,200,0.999,0.4,True,1147638,0,1147638
4956657,13,DPWSolver,False,25000000,200,0.999,0.4,False,1161090,0,1161090
4956658,43,NAIVE,False,25000000,200,0.999,0.4,False,1169639,0,1169639
4956659,9,ProgressiveWideningSolver,False,25000000,200,0.999,0.2,False,1166581,0,1166581
4956660,13,ProgressiveWideningSolver,False,25000000,200,0.999,0.4,False,1144175,0,1144175
4956661,26,DPWSolver,False,25000000,500,0.9998,0.2,True,1112662,0,1112662
4956662,26,DPWSolver,False,25000000,500,0.9998,0.2,False,1111051,0,1111051
4956663,38,DPWSolver,False,25000000,500,0.9998,0.4,True,1111370,0,1111370
4956664,40,DPWSolver,False,25000000,500,0.9998,0.4,False,1129880,0,1129880
4956665,90,NAIVE,False,25000000,500,0.9998,0.4,False,1125404,0,1125404
4956666,19,ProgressiveWideningSolver,False,25000000,500,0.9998,0.2,False,1130654,0,1130654
4956667,40,ProgressiveWideningSolver,False,25000000,500,0.9998,0.4,False,1133517,0,1133517
4956668,28,DPWSolver,False,25000000,500,0.999,0.2,True,1121262,0,1121262
4956669,27,DPWSolver,False,25000000,500,0.999,0.2,False,1121445,0,1121445
4956670,40,DPWSolver,False,25000000,500,0.999,0.4,True,1125871,0,1125871
4956671,40,DPWSolver,False,25000000,500,0.999,0.4,False,1123298,0,1123298
4956672,97,NAIVE,False,25000000,500,0.999,0.4,False,1138810,0,1138810
4956673,20,ProgressiveWideningSolver,False,25000000,500,0.999,0.2,False,1139812,0,1139812
4956674,38,ProgressiveWideningSolver,False,25000000,500,0.999,0.4,False,1152846,0,1152846
4956675,58,DPWSolver,False,25000000,1000,0.9998,0.2,True,1107453,0,1107453
4956676,59,DPWSolver,False,25000000,1000,0.9998,0.2,False,1117173,0,1117173
4956677,83,DPWSolver,False,25000000,1000,0.9998,0.4,True,1143560,0,1143560
4956678,83,DPWSolver,False,25000000,1000,0.9998,0.4,False,1142106,0,1142106
4956679,180,NAIVE,False,25000000,1000,0.9998,0.4,False,1131216,0,1131216
4956680,43,ProgressiveWideningSolver,False,25000000,1000,0.9998,0.2,False,1142039,0,1142039
4956681,85,ProgressiveWideningSolver,False,25000000,1000,0.9998,0.4,False,1139800,0,1139800
4956682,54,DPWSolver,False,25000000,1000,0.999,0.2,True,1114548,0,1114548
4956683,59,DPWSolver,False,25000000,1000,0.999,0.2,False,1127080,0,1127080
4956684,85,DPWSolver,False,25000000,1000,0.999,0.4,True,1146693,0,1146693
4956685,83,DPWSolver,False,25000000,1000,0.999,0.4,False,1135787,0,1135787
4956686,179,NAIVE,False,25000000,1000,0.999,0.4,False,1131740,0,1131740
4956687,42,ProgressiveWideningSolver,False,25000000,1000,0.999,0.2,False,1162432,0,1162432
4956688,82,ProgressiveWideningSolver,False,25000000,1000,0.999,0.4,False,1145612,0,1145612
4956689,3,DPWSolver,True,25000,20,0.9998,0.2,True,1206746,0,1206746
4956690,3,DPWSolver,True,25000,20,0.9998,0.2,False,1198748,0,1198748
4956691,3,DPWSolver,True,25000,20,0.9998,0.4,True,1193175,0,1193175
4956692,2,DPWSolver,True,25000,20,0.9998,0.4,False,1198936,0,1198936
4956693,6,NAIVE,True,25000,20,0.9998,0.4,False,1184871,0,1184871
4956694,1,ProgressiveWideningSolver,True,25000,20,0.9998,0.2,False,1213464,0,1213464
4956695,2,ProgressiveWideningSolver,True,25000,20,0.9998,0.4,False,1224289,0,1224289
4956696,2,DPWSolver,True,25000,20,0.999,0.2,True,1195636,0,1195636
4956697,2,DPWSolver,True,25000,20,0.999,0.2,False,1202712,0,1202712
4956698,2,DPWSolver,True,25000,20,0.999,0.4,True,1173824,0,1173824
4956699,2,DPWSolver,True,25000,20,0.999,0.4,False,1186481,0,1186481
4956700,5,NAIVE,True,25000,20,0.999,0.4,False,1202155,0,1202155
4956701,1,ProgressiveWideningSolver,True,25000,20,0.999,0.2,False,1213978,0,1213978
4956702,2,ProgressiveWideningSolver,True,25000,20,0.999,0.4,False,1208520,0,1208520
4956703,3,DPWSolver,True,25000,50,0.9998,0.2,True,1179895,0,1179895
4956704,3,DPWSolver,True,25000,50,0.9998,0.2,False,1170561,0,1170561
4956705,3,DPWSolver,True,25000,50,0.9998,0.4,True,1152036,0,1152036
4956706,3,DPWSolver,True,25000,50,0.9998,0.4,False,1163645,0,1163645
4956707,13,NAIVE,True,25000,50,0.9998,0.4,False,1187179,0,1187179
4956708,2,ProgressiveWideningSolver,True,25000,50,0.9998,0.2,False,1181226,0,1181226
4956709,3,ProgressiveWideningSolver,True,25000,50,0.9998,0.4,False,1188744,0,1188744
4956710,3,DPWSolver,True,25000,50,0.999,0.2,True,1166309,0,1166309
4956711,3,DPWSolver,True,25000,50,0.999,0.2,False,1186828,0,1186828
4956712,3,DPWSolver,True,25000,50,0.999,0.4,True,1137436,0,1137436
4956713,3,DPWSolver,True,25000,50,0.999,0.4,False,1162833,0,1162833
4956714,13,NAIVE,True,25000,50,0.999,0.4,False,1182357,0,1182357
4956715,2,ProgressiveWideningSolver,True,25000,50,0.999,0.2,False,1193276,0,1193276
4956716,3,ProgressiveWideningSolver,True,25000,50,0.999,0.4,False,1208418,0,1208418
4956717,8,DPWSolver,True,25000,100,0.9998,0.2,True,1126284,0,1126284
4956718,6,DPWSolver,True,25000,100,0.9998,0.2,False,1155091,0,1155091
4956719,6,DPWSolver,True,25000,100,0.9998,0.4,True,1157946,0,1157946
4956720,5,DPWSolver,True,25000,100,0.9998,0.4,False,1172917,0,1172917
4956721,24,NAIVE,True,25000,100,0.9998,0.4,False,1173323,0,1173323
4956722,3,ProgressiveWideningSolver,True,25000,100,0.9998,0.2,False,1184994,0,1184994
4956723,5,ProgressiveWideningSolver,True,25000,100,0.9998,0.4,False,1146374,0,1146374
4956724,6,DPWSolver,True,25000,100,0.999,0.2,True,1134156,0,1134156
4956725,6,DPWSolver,True,25000,100,0.999,0.2,False,1130859,0,1130859
4956726,6,DPWSolver,True,25000,100,0.999,0.4,True,1161899,0,1161899
4956727,6,DPWSolver,True,25000,100,0.999,0.4,False,1158550,0,1158550
4956728,26,NAIVE,True,25000,100,0.999,0.4,False,1181832,0,1181832
4956729,4,ProgressiveWideningSolver,True,25000,100,0.999,0.2,False,1167024,0,1167024
4956730,6,ProgressiveWideningSolver,True,25000,100,0.999,0.4,False,1145829,0,1145829
4956731,11,DPWSolver,True,25000,200,0.9998,0.2,True,1149047,0,1149047
4956732,11,DPWSolver,True,25000,200,0.9998,0.2,False,1120191,0,1120191
4956733,13,DPWSolver,True,25000,200,0.9998,0.4,True,1167862,0,1167862
4956734,13,DPWSolver,True,25000,200,0.9998,0.4,False,1141730,0,1141730
4956735,39,NAIVE,True,25000,200,0.9998,0.4,False,1132032,0,1132032
4956736,6,ProgressiveWideningSolver,True,25000,200,0.9998,0.2,False,1133355,0,1133355
4956737,10,ProgressiveWideningSolver,True,25000,200,0.9998,0.4,False,1134371,0,1134371
4956738,11,DPWSolver,True,25000,200,0.999,0.2,True,1132931,0,1132931
